,pronoun,gender,main_entity,relation_to_main,dist_to_main,time_to_answer,correct,user_ip,sentence_id,sentence,word_side
433,his,his,officer,pro,7,765.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1073,Another officer was shot but survived because of his bulletproof vest.,1.0
434,his,his,farmer,pro,4,487.0,True,6dfde7afac417f804bbee5fe91ac27cd,1082,"In one of its first cases, ``Mike Campbell (Pvt) Ltd and Others v Republic of Zimbabwe`` the Tribunal decided in 2007 and 2008 that the government of Zimbabwe may not evict farmer Mike Campbell from his land, and that farm evictions per Amendment 17 of Zimbabwe's constitution amount to ``de facto`` discrimination against Whites.",0.0
435,His,His,officer,pro,11,796.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1091,As a regular naval officer he served in the North Atlantic during World War I. His brother George was killed in action on the Western Front in 1915.,0.0
436,His,His,officer,pro,11,1321.0,True,d00696adf8dd1f96878d06dbb74a3b48,1091,As a regular naval officer he served in the North Atlantic during World War I. His brother George was killed in action on the Western Front in 1915.,0.0
437,he,he,officer,pro,15,616.0,True,6dfde7afac417f804bbee5fe91ac27cd,1103,"The firm's chief executive officer, Frank Delvmine, is also the CEO of a fundraising consulting company named Myers-Squibler and he has been permanently prohibited from using third-party fundraisers or fundraising in the state of New York.",1.0
438,he,he,farmer,pro,34,808.0,True,6dfde7afac417f804bbee5fe91ac27cd,1235,"Farmer was Director of the Police Division at the Federal Government's National Institute of Justice (within the U.S. Department of Justice and until 1978 named National Institute of Law Enforcement and Criminal Justice), and he had a staff of some five people.",0.0
439,he,he,officer,pro,27,552.0,True,89bb397c8dd69b78571f586522288335,1266,"From the rifle-pits this gallant officer resisted their advance, emptying saddle after saddle, and repulsing them three times with heavy loss, until, having expended all his ammunition, and emptying even his pistols, he was compelled to retire, not being properly supported by a detachment from another regiment which had been sent to his aid.",0.0
440,he,he,officer,pro,27,1693.0,True,d00696adf8dd1f96878d06dbb74a3b48,1266,"From the rifle-pits this gallant officer resisted their advance, emptying saddle after saddle, and repulsing them three times with heavy loss, until, having expended all his ammunition, and emptying even his pistols, he was compelled to retire, not being properly supported by a detachment from another regiment which had been sent to his aid.",0.0
441,him,him,painter,pro,11,583.0,True,6dfde7afac417f804bbee5fe91ac27cd,1299,"When Tihanyi's nephew Ervin Marton came to Paris in 1937, the painter introduced the younger man to many of his friends, bringing him within his circle.",1.0
442,his,his,farmer,pro,6,832.0,True,89bb397c8dd69b78571f586522288335,1321,"Name recognition played a role in both parties' primaries: Farmer enjoyed high name recognition from his days as a basketball player, while the Democratic nominee, David Lynn Williams, had a name similar to that of Kentucky Senate President David L. Williams.",1.0
443,his,his,officer,pro,13,665.0,True,9962e8a878efc4bd41a392780885f015,1322,"A police officer, Rahim has played for Penang FA, Perak FA and Selangor FA during his football career.",1.0
444,he,he,painter,pro,9,609.0,True,89bb397c8dd69b78571f586522288335,1368,"When the painter Rembrandt van Rijn (1607-1669) died 350 years ago, he left us some 90 self-portraits showing his aging face.",1.0
445,he,he,painter,pro,9,1375.0,True,d00696adf8dd1f96878d06dbb74a3b48,1368,"When the painter Rembrandt van Rijn (1607-1669) died 350 years ago, he left us some 90 self-portraits showing his aging face.",0.0
446,his,his,officer,pro,7,617.0,True,9962e8a878efc4bd41a392780885f015,1443,"Separately, rookie officer Julien Lowe learns the ropes from his training officer Danielle ``Danny`` Sofer, as well as tries to hide his homosexuality from the others.",0.0
447,his,his,painter,pro,5,728.0,True,9962e8a878efc4bd41a392780885f015,1444,"In the 19th century the painter Delacroix often holidayed at his family estate at Valmont and the abbey ruins inspired his drawing ``Ruines de l'abbaye de Valmont``, now in The Louvre.",0.0
448,he,he,officer,pro,12,584.0,True,89bb397c8dd69b78571f586522288335,1494,"The Second Battalion's commanding officer, Lieutenant Colonel Chandler Johnson, set the tone for the morning as he deployed his tired troops forward: ``It's going to be a hell of a day in a hell of a place to fight the damned war!``",1.0
449,he,he,officer,pro,12,1711.0,True,d00696adf8dd1f96878d06dbb74a3b48,1494,"The Second Battalion's commanding officer, Lieutenant Colonel Chandler Johnson, set the tone for the morning as he deployed his tired troops forward: ``It's going to be a hell of a day in a hell of a place to fight the damned war!``",1.0
450,his,his,farmer,pro,4,736.0,True,9962e8a878efc4bd41a392780885f015,1510,"Cunningham was born at Inverell, New South Wales, to a farmer, Eugene Cunningham, and his wife Mary, nAfA e Edgeworth, both born in Ireland.",0.0
451,his,his,painter,pro,2,549.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1535,"Down came the painter and his pots, the ladder broke several windows in falling, and the pots fell upon the ladies, who were painted from top to toe.",0.0
452,his,his,painter,pro,2,678.0,True,89bb397c8dd69b78571f586522288335,1535,"Down came the painter and his pots, the ladder broke several windows in falling, and the pots fell upon the ladies, who were painted from top to toe.",0.0
453,his,his,painter,pro,2,624.0,True,9962e8a878efc4bd41a392780885f015,1535,"Down came the painter and his pots, the ladder broke several windows in falling, and the pots fell upon the ladies, who were painted from top to toe.",0.0
454,his,his,officer,pro,-14,838.0,True,89bb397c8dd69b78571f586522288335,1537,"During his 26 years of service with the police department, he began as a patrol officer and upon his retirement was the Deputy Police Chief.",1.0
455,his,his,officer,pro,-14,1136.0,True,d00696adf8dd1f96878d06dbb74a3b48,1537,"During his 26 years of service with the police department, he began as a patrol officer and upon his retirement was the Deputy Police Chief.",1.0
456,his,his,officer,pro,12,540.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1636,"We take this occasion to repeat what we have said before, that our little navy has not a more gallant officer on its roll, or one who will be surely to make his mark whenever he may have an opportunity.",0.0
457,his,his,officer,pro,12,668.0,True,89bb397c8dd69b78571f586522288335,1636,"We take this occasion to repeat what we have said before, that our little navy has not a more gallant officer on its roll, or one who will be surely to make his mark whenever he may have an opportunity.",1.0
458,his,his,painter,pro,2,697.0,True,9962e8a878efc4bd41a392780885f015,1535,"Down came the painter and his pots, the ladder broke several windows in falling, and the pots fell upon the ladies, who were painted from top to toe.",0.0
459,his,his,officer,pro,5,584.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1649,The commanding officer was immediately dismissed for his cowardice.,1.0
460,his,his,officer,pro,4,695.0,True,9962e8a878efc4bd41a392780885f015,1678,"The crossing continued all night without interruption, every officer and man using his best exertions.",0.0
461,his,his,officer,pro,6,554.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1682,"They came in fours, and when near enough we observed that they were led by a very large and stout officer (colonel we supposed), who had his sword raised, and while very brave, manifested a very poor judgment on this occasion.",1.0
462,his,his,officer,pro,6,628.0,True,c17d279da49e709638f42e292543b334,1682,"They came in fours, and when near enough we observed that they were led by a very large and stout officer (colonel we supposed), who had his sword raised, and while very brave, manifested a very poor judgment on this occasion.",0.0
463,his,his,officer,pro,3,639.0,True,9962e8a878efc4bd41a392780885f015,1683,"While in Alaska, Towers' executive officer accidentally rips his suit and hides the fact that he is becoming sicker and sicker.",0.0
464,his,his,officer,pro,3,727.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1685,"However, a medically qualified chief dental officer here recounts his experience of Saturdays spent as a medical officer to his local rugby club for over 40 years, and after retirement, as a racecourse doctor.",0.0
465,his,his,officer,pro,11,639.0,True,c17d279da49e709638f42e292543b334,1714,The officer in command of the former vessel makes no secret of his mission.,0.0
466,his,his,professor,pro,8,472.0,True,89bb397c8dd69b78571f586522288335,46,"Wright, the young professor of a Western college, who had lost his place by his bold advocacy of freedom, with a look of sharp concentration, in keeping with an intellect keen as a Damascus blade, closely watched the proceedings through his spectacles, opening his mouth only to speak directly to the purpose....",1.0
467,his,his,professor,pro,8,998.0,True,d00696adf8dd1f96878d06dbb74a3b48,46,"Wright, the young professor of a Western college, who had lost his place by his bold advocacy of freedom, with a look of sharp concentration, in keeping with an intellect keen as a Damascus blade, closely watched the proceedings through his spectacles, opening his mouth only to speak directly to the purpose....",0.0
468,his,his,magistrate,pro,10,967.0,True,9962e8a878efc4bd41a392780885f015,68,"It can not accede to the mad project of disunion, of which you would be the first victims, its first magistrate can not, if he would, avoid the performance of his duty, the consequence must be fearful for you, distressing to your fellow-citizens here, and the friends of good government throughout the world.",0.0
469,his,his,producer,pro,6,700.0,True,48ae7ac422e782d05407dc797ce71979,111,"Lawrence ``Jack`` Imel (June 9, 1932 until April 30, 2017) was an American musician, dancer, singer, and television producer who is best known for his work on ``The Lawrence Welk Show``.",0.0
470,his,his,producer,pro,6,572.0,True,95867c05e9a72894b14350a3404bdf78,111,"Lawrence ``Jack`` Imel (June 9, 1932 until April 30, 2017) was an American musician, dancer, singer, and television producer who is best known for his work on ``The Lawrence Welk Show``.",1.0
471,his,his,producer,pro,6,617.0,True,9798f23885a95a3a4f0050fa74246a80,111,"Lawrence ``Jack`` Imel (June 9, 1932 until April 30, 2017) was an American musician, dancer, singer, and television producer who is best known for his work on ``The Lawrence Welk Show``.",1.0
472,his,his,producer,pro,6,1376.0,True,ea6777eddd27e861b6ebc5c817f814e6,111,"Lawrence ``Jack`` Imel (June 9, 1932 until April 30, 2017) was an American musician, dancer, singer, and television producer who is best known for his work on ``The Lawrence Welk Show``.",1.0
473,he,he,producer,pro,12,943.0,True,89bb397c8dd69b78571f586522288335,112,"Being the producer of this deception brought him to a kind of leadership, as he commented himself.",1.0
474,his,his,engineer,pro,5,621.0,True,035bdfe202e3fd359e6a8ba379e88dd4,120,"In 1876, American civil engineer Richard Sears McCulloh, in his ``Treatise on the Mechanical Theory of Heat and its Application to the Steam-Engine``, which was an early thermodynamics textbook, states, after speaking about the laws of the physical world, that ``there are none that are established on a firmer basis than the two general propositions of Joule and Carnot, which constitute the fundamental laws of our subject``.",1.0
475,his,his,engineer,pro,5,694.0,True,89bb397c8dd69b78571f586522288335,120,"In 1876, American civil engineer Richard Sears McCulloh, in his ``Treatise on the Mechanical Theory of Heat and its Application to the Steam-Engine``, which was an early thermodynamics textbook, states, after speaking about the laws of the physical world, that ``there are none that are established on a firmer basis than the two general propositions of Joule and Carnot, which constitute the fundamental laws of our subject``.",1.0
476,his,his,engineer,pro,5,632.0,True,9962e8a878efc4bd41a392780885f015,120,"In 1876, American civil engineer Richard Sears McCulloh, in his ``Treatise on the Mechanical Theory of Heat and its Application to the Steam-Engine``, which was an early thermodynamics textbook, states, after speaking about the laws of the physical world, that ``there are none that are established on a firmer basis than the two general propositions of Joule and Carnot, which constitute the fundamental laws of our subject``.",0.0
477,his,his,professor,pro,2,908.0,True,5a7bf0314d9c129731caa613db8bc98d,190,"Coleman was born in 1934 in Alpine, Texas, the youngest of five children to a college professor and his mathematics teacher wife, Claude and Hazel Coleman.",1.0
